"X","Link","Keyword","description","Job_Title","City","State","keywordtag"
"182","http://jobview.monster.com/sr-staff-analytics-engineer-job-tacoma-wa-us-173961088.aspx?mescoid=1500127001001&jobposition=1","data scientist","sr. staff analytics engineer
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
sr. staff analytics engineer
email address
thank you for your interest in the sr. staff analytics engineer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
description
this is a key position in the cto organization with very high visibility to upper management.  you will have the opportunity to work with experts of next generation technology and help drive the project and portfolio to achieve the departmental and corporate goals.  this position reports to the senior director of threat intelligence.
the snr. analytics engineer will drive r&d projects and build a new saas offering.  the successful candidate will play a key role in working with product management to define the service, develop cutting edge technology and ensure a positive experience for our customers.
responsibilities:
design and build world class machine learning classifiers
lead and collaborate with cross functional teams to design solutions to meet the business requirements
become the subject matter expert (sme) for all analytics related inquiries from both internal stakeholders and external customers
uphold a customer centric approach to developing new products and solutions to ensure what we build addresses the needs & wants of our customers
requirements:
5+ years of experience in analytics and big data science
strong programming experience using java and/or scalar
solid networking experience
self-starter, able to learn new technologies and systems
preferred experience:
education
b.s. in cs, ce or ee is required
masters in cs, ce or ee is preferred
besides working alongside a world class support team in a rapidly growing company, there are many other perks.  onsite massages, culture clubs, onsite farmer's market, 24/7 access to the onsite gym, ""chef-on-site"" days, free dinners, free ev charging stations, onsite basketball court, sj shark's tickets and many more perks!
job summary
company details
","sr-staff-analytics-engineer","tacoma","wa","machine learning,big data,java,scala,shark"
"183","http://jobview.monster.com/statistical-programmer-2-x-openings-job-norristown-pa-us-174081636.aspx?mescoid=1500127001001&jobposition=1","data scientist","statistical programmer (2 x op...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the statistical programmer (2 x openings).
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
about the job
(2 x openings) in
king of prussia, pa
develop & validate sas programs /standard macros to create safety and efficacy datasets based on cdisc sdtm/adam and generate tlgs for clinical study reports. perform statistical analyses on safety & efficacy data, e.g., sample size calculation, kaplan-meier survival plot, p-value & hazard ratio of regression model. req: ms/equiv in biostatistics, statistics or related. strong skills in sas programming, extensive knowledge of survival analysis & phase i-iv of clinical trials. sas clinical trials programmer certificate. send resume to: techdata service company, llc. 700 american ave. suite 102, king of prussia, pa 19406.
source: philadelphia inquirer and daily news reference code: 0003291159-01
 
","statistical-programmer-2-x-openings","norristown","pa","sas,regression,statistics,statistics,sas,sas"
"184","http://jobview.monster.com/statistical-programmer-job-fort-washington-pa-us-173841887.aspx?mescoid=1500127001001&jobposition=1","data scientist","statistical programmer
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
statistical programmer
email address
thank you for your interest in the statistical programmer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
 
about the job
 
","statistical-programmer","fort-washington","pa",""
"186","http://jobview.monster.com/analytical-chemist-job-indian-head-park-il-us-173969411.aspx?mescoid=1900259001001&jobposition=2","data scientist","analytical chemist
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
analytical chemist
email address
thank you for your interest in the analytical chemist.
to begin the application process, please enter your information below.
we will save a record of this application.
email
job type:
analytical chemist
participates in research and development activities. requires a bachelor's degree (b.s. chemistry)and 0-4 years of experience in an analytical laboratory or in a related area. familiar with standard analytical chemistry concepts, practices, and procedures. 
 
macro programming would be a plus.
 
about belcan
belcan corporation provides engineering, staffing, and other flexible workforce solutions to clients around the globe. a dedication to the success of our clients and employees, along with a commitment to a core set of beliefs that start with integrity, has led to over 50 years of growth and success. from jet engines to electronics, heavy equipment to pharmaceuticals, and distribution centers to manufacturing, belcan takes a partnering approach to provide customer-driven solutions that are flexible, scalable, and cost-effective. our extraordinary technical expertise, process excellence, and unmatched customer dedication have made belcan the most trusted and respected name in our business. in summary, we give our clients a competitive edge through innovation in how work gets done.
ralph g. anderson founded belcan in cincinnati, ohio, in 1958. we have more than 6,000-plus employees in 49 locations including 26 engineering design centers and 23 techservices locations, serving more than 600 active clients globally.
belcan received ""2015 best of staffing talent satisfaction"" and ""2015 best of staffing client satisfaction"" awards.
","analytical-chemist","indian-head-park","il","scala,excel"
"188","http://jobview.monster.com/associate-research-scientist-based-in-seattle-wa-job-seattle-wa-us-173195606.aspx?mescoid=1900267001001&jobposition=2","data scientist","associate research scientist -...
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the associate research scientist - based in seattle , wa.
to begin the application process, please enter your information below.
we will save a record of this application.
email
ppd, inc. -
job description
with 30 years of experience in the cro/pharma industry and more than 16,000 employees worldwide, ppds lab services units continue to flourish. ppd continues to recognize our employees as the cornerstone of our success and strive to provide a supportive environment that offers exciting opportunities for skills enhancement. our cutting-edge technologies, real time analytics and superior training drive our employees to excel. 
as such, ppd's labs client staffing solutions group is growing rapidly in the seattle area. this group offers an exciting opportunity to work onsite with pharmaceutical/ biopharmaceutical companies, while maintaining full-time benefits/advantages of being a ppd employee.
responsibilities:
* responsible for the regulatory and scientific conduct of development, validation, stability projects, and/or other specialty technologies such as extractable/leachable studies.
* performs troubleshooting on multiple analytical instrumentation (hplc, gc, uplc, icp-ms, lc/ms, gc/ms etc.) and multiple detection techniques (uv, fl, cad, elsd, ic etc.), calculates and interprets data, and records data in adherence with ppd sops and any additional requirements specific to the lab and / or client.
* routinely acts as the technical project leader for multiple projects, interacts with clients on a weekly basis (or as needed) to provide updates, reviews and evaluates data, writes reports and protocols.
* the successful applicant will be responsible for dna sequencing, plasmid construction, the production of dna preps, and the generation of mammalian and microbial cell lines to support our recombinant protein expression efforts. 
* the candidate will have a solid background in molecular biology and tissue culture including: isolation and manipulation of dna, transformation of microbial hosts, transfection of mammalian cells, proficiency with wave bioreactors, spinner flasks and 2l bioreactors as well as the evaluation of protein expression. 
* a major portion of their work will involve recombinant protein expression.
job summary
company details
industry
research and development in the physical, engineering, and life sciences (except biotechnology)
contact method
contact info
job information
view more jobs
","associate-research-scientist-based-in-seattle-wa","seattle","wa","excel"
"191","http://jobview.monster.com/big-data-cloud-analytics-engineer-job-st.-louis-mo-us-173970840.aspx?mescoid=1500127001001&jobposition=2","data scientist","big data cloud analytics engin...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the big data cloud analytics engineer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
st. louis, mo   |   
508616
our client is currently seeking a big data cloud analytics engineer.
what you will do: 
.you will be part of the analytics technical platform  that is responsible to run analytics at scale and integrate analytics with product platforms 
.partner with business stakeholders to help architect and build a data transformation pipeline that serves hundreds of billions of data points on our platform leveraging global scalability and shared services of aws, gcp and azure 
.co-engineer solutions with the data science teams to build models thinking scale ahead, integrated with a provisioned infrastructure to serve data via apis and streams to integrate analytics with product platforms 
experience and what you should be awesome at: 
.5+ years of software development experience in distributed systems and building large-scale applications 
.extreme programming fluency with one or more of the following languages java, scala, r, python. 
.leverage open source data processing technologies like hadoop, kafka, presto, spark, cassandra and neo4j in our infrastructure. familiarity with file formats such as avro and parquet is a plus 
.in-depth understanding to instrument infrastructure as code via cfn templates, ansible, container orchestration via docker, ecs, kubernetes in the cloud 
.independent, self-starter, strong communication, collaboration and mentoring skills 
.entrepreneurial drive and demonstrated ability to achieve stretch goals in an innovative and fast-paced environment. 
.excellent problem-solving and analytical skills 
.associates degree plus 5 years of experience in computer science or other related field; or bs degree 
bonus points:
.operations research modeling platforms such as ibm odme 
.experience with search/analytics tools such as elk, solr 
.knowledge of ai and deep learning domain and exposure to cloudml, tensorflow, theano, neon etc 
why you should join us! 
.opportunity to utilize and contribute back to open source stack 
.open workspace promotes collaboration and pairing in a fun, casual environment 
.innovation days, hack-a-thons 
.networking events and volunteer opportunities 
.ongoing focus on training (domain and technical) and knowledge sharing through communities of agile teams 
.an environment that values your talent over a role or title 
if you share our values - then this position is made for you!!
job summary
about us
the judge group is a privately-owned, leading professional services firm. what does that mean? it means we provide technology, talent and learning solutions to businesses around the globe, and we're great at it. our expertise is            positioned at the crossroads of people and technology - two of the most important aspects of successful business today.judge was founded as a staffing firm, and staffing is still a large part of our business. our 30+ offices place more than 4,500 professionals in both temporary and permanent career positions every year.  need nurses for a clinic? web developers for digital initiatives?  maybe your national corporation needs 100 professionals across multiple locations, or your growing business needs a few business analysts and a project manager to lead your latest project.  across multiple industries throughout the world, judge is able to deliver the right person when you need them.
over the years we have added to our staffing expertise, and today judge provides a full lineup of professional services.  our professionals can help you build out a new project team, further your workforce's development through learning, or even migrate your systems to the cloud. our suite of services is designed to work for you - in one discipline or across all of them.
we understand that businesses are like snowflakes, or a child in a kindergarten class - every one is unique!  whatever the scope or size of your project or staffing need, our 40+ years of experience are at your disposal. judge's comprehensive services make us a go-to partner for your business' growing needs.
contact us
","big-data-cloud-analytics-engineer","st.-louis","mo","big data,big data,big data,scala,java,scala, r, ,python,hadoop,spark,cassandra,communication,entrepreneurial,excel,deep learning"
"193","http://jobview.monster.com/clinical-lab-scientist-lab-job-jasper-tx-us-173832696.aspx?mescoid=2900515001001&jobposition=3","data scientist","clinical lab scientist-lab
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the clinical lab scientist-lab.
to begin the application process, please enter your information below.
we will save a record of this application.
email
responsible for assisting in the diagnosis and treatment of patients by performing various clinical laboratory procedures.  the medical technologist correlates and integrates other patient data and interprets test results; performs maintenance procedures on equipment; performs and interprets quality control/assurance procedures to ensure and evaluate the validity of patient results.
requirements
 
about christus
in 1999, two historic catholic charities became one, forming christus health and creating a unique purpose in the modern health care market - to take better care of people.
to extend the healing ministry of jesus christ, the mission that the sisters of charity health care system and incarnate word health system shared for more than a century, is now also the mission of christus health.
ranked among the top 10 catholic health systems in the united states by size, the christus health system includes more than 40 hospitals and facilities in seven u.s. states, chile and six states in mexico, with assets of more than $4.6 billion.
whether seeking care in alexandria louisiana, or coahuila, mexico, patients discover that the healing spirit is alive at christus health.
job summary
5000039993106
","clinical-lab-scientist-lab","jasper","tx",""
"196","http://jobview.monster.com/geologist-2-job-bellingham-wa-us-173789821.aspx?mescoid=1900265001001&jobposition=3","data scientist","geologist 2
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
geologist 2
email address
thank you for your interest in the geologist 2.
to begin the application process, please enter your information below.
we will save a record of this application.
email
geologist - bellingham (regular full-time)
essential duties and responsibilities:
as our geologist 2, you will plan field programs and conduct technical briefings of field staff. you will also be responsible for the management, budget, performance, client billings, collections and schedule control of your project. other responsibilities include participating in field work as necessary, completing complex analyses and calculations, interpreting subsurface data and generating complete technical reports and proposals.
qualifications
·         minimum 4 years of experience required
·         registration/certification preferred
·         experience generating documents and spreadsheets for daily field reporting and project management
·         professional level verbal and written communication skills
·         valid driver's license required
to learn more about life at geoengineers and apply online, please visit our website at http://www.geoengineers.com .
geoengineers is an equal opportunity employer that values workplace diversity.
view more jobs
","geologist-2","bellingham","wa","project management,communication"
"200","http://jobview.monster.com/metallurgist-casting-job-ravenswood-wv-us-173090300.aspx?mescoid=1700183001001&jobposition=2","data scientist","metallurgist - casting
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
metallurgist - casting
email address
thank you for your interest in the metallurgist - casting.
to begin the application process, please enter your information below.
we will save a record of this application.
email
develop and implement the operating practices and process for new products.  optimize existing process and practices to improve product, process efficiency, and product recovery.  maintain all the appropriate documentation and formal reports to ensure sustainable growth in new and existing markets.  lead area metallurgists to ensure trans-departmental alignment in technical approach, methodology, and results.  coordinate with external laboratories as needed to support process development and support r&d efforts.  lead and facilitate process improvement projects through continuous improvements, product development, quality systems, etc.  implement process capability studies and improvement through such tools as fmea, 
ppk
& process 
development
develop best practices for existing product lines and support market to continually improve process capability
coordinate 
lead and facilitate technical continuous improvement projects
coordinate actions between constellium corporate for product development and ravenswood, wv facility
lead area metallurgists through area improvement projects, continuous improvement efforts and localized process implementation
primary activities
ppk 
and recovery
products with benchmark levels on recovery, processes with high efficiency, and capability
products with acceptable 
consistent process development and technical support through the facility
must be able to investigate, analyze data and implement solutions to complex problems involving multiple production centers and technical aspects.  must be able to envision opportunities for process improvement and act on those ideas through equipment modification, process improvement, material changes, etc. must have the ability to use data effectively to understand the existing process capability and the opportunity for improvement.
candidate profile
master's degree in material science and engineering or bachelor's degree with relative experience
12 years'  experience in industrial plant or related field
product and process development experience
5 years' experience in industrial manufacturing
experience in casting, rolling, extrusions, aluminum product development, etc
able to lead technical teams in a contentious improvement environment
ability to problem solve through detailed process analysis, data analysis, and implement process trials
about professional services of america inc
professional services of america, inc. (psa) is a woman-owned, sdb, native american indian company located in a hubzone. psa's home office is in parkersburg, wv with satellite offices in: washington, dc, chicago, il. psa's core business is providing quality human resource staffing to meet each client's needs in the government, medical, educational, industrial and commercial sectors. psa's clients read like a ""who's who"" of corporate industry. psa's government clients include the us treasury's bureau of public debt, the chemical safety board, the department of energy, the department of veterans affairs and the department of defense. in addition to human resources, psa provides wide diverse yet complimentary services. these include market research, entrepreneurial economic development activities, fund raising, grant writing, contract management, professional training seminars, team building, inside sales, skills assessments, six-sigma training and placement of healthcare professionals. whether its industry, education or in the government sector, psa puts information and resources to work for its clients.
follow companyyour information may be shared with the company. following company report this job
","metallurgist-casting","ravenswood","wv","product development,product development,product development,entrepreneurial"
"204","http://jobview.monster.com/scientist-job-richland-wa-us-173984985.aspx?mescoid=1900267001001&jobposition=2","data scientist","scientist
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the scientist.
to begin the application process, please enter your information below.
we will save a record of this application.
email
this position serves as a project scientist/project engineer in the soil and groundwater remediation project's remedy selection and implementation (rs&i) business group. immediate project assignments will be to support the groundwater sciences staff and efforts on the central plateau and river corridor regarding implementing the requirements for cercla, rcra, and washington state administrative code (wac) dangerous waste programs, as well as the department of energy's atomic energy act (aea). example assignments include authoring documents such as; sampling and analysis plans, remedial investigations and feasibility study revisions, record of decision amendments, remedial design and remedial action work plans, collecting and interpreting groundwater and soils data, interacting with the groundwater modeling team and applying modeling results to decisions documents. the role will require hanford site knowledge, understanding of hydrogeology, groundwater contaminant migration/transport, and groundwater treatment. technologies. interpretation of groundwater contaminant fate and transport modeling results is also required but the technical work is performed by other chprc groups. customer (doe) and regulatory agency (department of ecology and environmental protection agency (epa) communications are required. this position will serve as a key technical contributor in various written materials including external documents, internal briefings and technical memos, calculations, and presentations. verbal and written skills are key to success due to the level of interaction with the customer and regulators. some field efforts will be required in support of project implementation (site walk-downs and field work observations of contractors).
required qualifications
bs in geology, hydro-geology, environmental science, engineering or a related scientific discipline and have a minimum of 1-years of related work experience. working knowledge of cercla, rcra, aea and wac requirements. experience with groundwater characterization, remediation, contaminant fate and transport, environmental risk assessment, and tsd compliance assessments and site closure.
being able to work collaboratively with project teams, the customer(s), the regulators, and the hanford special interest groups associated with environmental decision-making and overall cleanup.
technical writing skills associated with complex cercla documents (examples include: ri/fs work plans, ri/fs reports, proposed plans, rods, etc..), monitoring plans an sampling plans.
desired qualifications
ms in geology, hydro-geology, environmental science, engineering or a related scientific discipline.
understanding and experience with aqueous geochemistry, statistics, applied mathematics, and chemistry, as plus.
familiarity with the hanford federal facility agreement and consent order and its role in environmental cleanup.
familiarity with the joint doe and epa environmental principles (core team approach, problem identification and definition, uncertainty management, contingent removals).
familiarity with the hanford site (historic chemical processes and operating history), experience with complex document preparation, publication style technical writing skills, overall document preparation processes, and document transmittal processes.
job summary
company details
view more jobs
","scientist","richland","wa","communication,statistics,math"
"205","http://jobview.monster.com/senior-analytics-software-engineer-job-azle-tx-us-173774029.aspx?mescoid=1500127001001&jobposition=3","data scientist","senior analytics software engi...
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
senior analytics software engi...
email address
thank you for your interest in the senior analytics software engineer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
our client is a leading supplier of value-added, technology-based products and services for rail, transit and other global industries.
 
responsibilities:
develop and support real-time software applications and engineering duties for wabtec. this position has an opening for a dynamic, result-oriented senior analytics software engineer with a positive attitude to getting the job done. the individual will be assigned to the burlington northern santa fe (bnsf) computer aided dispatch (cad) team to support and develop new functionality for the train management dispatching system (tmds) product.
the candidate needs to have 5-10 years' experience in production software development and support processes for enterprise-class computer information systems
strong working experience in application development on .net framework. solid desktop application development, web/windows services (soa) experience and good understanding of microsoft platform.
strong technical skills in .net, vb.net, sql server, 2008, 2012, socket programming, multi-threading. good to have wcf web services / wpf experience but not required.
strong skills in oop programming, data modeling and database design.
a strong understanding of general network design principles including tcp/ip and udp.
participate in designing, coding, testing, debugging, configuring and documenting software as per wre policies and procedures.
apply generally accepted programming standards and techniques to assure efficient program logic and data manipulation.
working independently or with a team to develop solutions that meet project requirements within the program schedule and budget constraints.
develop scalable solutions for data discovery, analysis, and presentation
develop metadata driven data collection, integration, and organization services.
work closely with subject matter experts and statisticians to drive deep analysis and come up with kpi, flexible reporting and dashboards.
research and implement machine learning and statistical data mining techniques.
make independent technical contributions in-support of program objectives, as well as interacting with other software and systems engineers and customers.
assist with coordination of activities like requirements, design and code reviews.
 
proficiency in microsoft .net development.
proficiency in analyzing large amounts of historical data to detect patterns, correlations, and causalities.
working knowledge of hadoop or other big data processing technology.
working knowledge of building statistical kpi reporting dashboards in power bi or other technology.
working knowledge of documentdb or other nosql databases to store massive amount of data.
knowledge of analytics products (e.g. r, sql as, sas, mahout, etc.) and machine learning would be a plus.
knowledge of windows azure, aws or similar cloud computing platforms.
experience with redis cache a plus.
high degree of attention to detail.
strong debug and troubleshooting skills.
team player and works well with others.
effective oral communication skills; ability to articulate clearly and concisely.
self motivated, quick learner, results-oriented and a clear focus on quality.
ability to develop high level of credibility and strong positive relationships with customers, peers and management.
b.s. or m.s. in computer science, engineering or mathematics.
about newton
newton talent's experienced recruiters connect the right person with the right opportunity, every day. newton talent's mission is to help companies realize their vision through talent, providing talent acquisition, university relations, and project recruiting services to fortune 1000 and mid-market companies in north america. newton talent redefines the recruitment partner experience with its connectrightsm approach, providing consultative, customized, and quantifiable solutions delivered with values-driven care. headquartered in the pittsburgh region, newton talent has been honored in the hro today baker's dozen awards based on customer satisfaction ratings. its parent company newton consulting has been named a best place to work and a culture leader of the year, and has placed in the inc. 5000 six years in a row.
job summary
8262036
","senior-analytics-software-engineer","azle","tx","sql,scala,machine learning,data mining,hadoop,big data, bi ,sql, r, ,sql,sas,mahout,machine learning,communication,math"
"206","http://jobview.monster.com/senior-data-scientist-big-data-job-alpharetta-ga-us-169251185.aspx?mescoid=1500152001001&jobposition=3","data scientist","senior data scientist big data
enter your email address
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the senior data scientist big data.
to begin the application process, please enter your information below.
we will save a record of this application.
email
senior data scientist big data
alpharetta, ga
at at&t we bring the world together with technology in ways you never imagined.  with a range of products and services enhancing how you live, play and work, we're keeping you connected to the future.  we rely on the latest in data science and engineering to curate, analyze and improve our customer experience and operations.
with massive scale comes massive opportunity.  the big data team at at&t strives to lead transformation through data-driven decisions that advance the customer experience and businesses around the world. this position is your chance to work with billions of records and gain experience that will make you stand out. with access to one of the coolest, most diverse and largest data sets available in the world, we enable discovery and development of meaningful insights that inspire continuous innovation.
because of our massive scale of operations, we need help in fully automating many complex processes. we need people who have the capacity to identify problem spaces where machine learning has never been applied before and where it can significant impact.
as a data scientist you'll use your talent for breaking down business challenges into data-driven problems that guide improvements in customer satisfaction and generate millions in savings and potentially revenue.  your solutions could influence everything from fleet optimization and energy efficiency to content analytics and marketing - often before the problem even happens. add the ongoing skill development and collaboration with some of the brightest minds in the field, and you will be poised to make an impact.  you will utilize the latest machine learning and statistical algorithms to create predictive and prescriptive models by detecting and exploiting patterns in massive datasets. you will also create data visualizations and give presentations that will help key stakeholders in their decision making process.
ready to combine your skills and experience with our innovative technology solutions? we are looking for candidates who love learning new things, like playing with data and want to get things done. we need people that feel comfortable across the entire spectrum of data science, from meeting with business partners and brainstorming on the whiteboard, all the way to implementing and testing their models. you should have an advanced degree in a quantitative field, programming experience with linux and experience with machine learning and/or statistics. a capacity for translating ambiguous and competing business challenges into concise data-driven problems is very important.
requirements
programming experience with a programming language (preferably java, python or r)
knowledge of unix/linux systems
self-starter and team player
passionate about constantly learning new skills in a fast-paced environment
ability to communicate with a wide range of audiences, from executives who need the big picture to expert peers that want to learn from your work
capacity to translate complex and open-ended business challenges into concise data-driven problems
preferred qualifications
experience designing and implementing your own algorithms and data structures
exposure to the hadoop ecosystem tools (e.g spark, mapreduce/tez) or other big data technologies
experience manipulating big and noisy datasets (e.q. sql, pig, hive)
bonus points
committer to open source projects
development of personal projects
ability to create prototypes quickly
experience manipulating and analyzing large datasets
education
preferred masters of science in computer science, math or scientific computing; data analytics or machine learning nanodegree; or equivalent experience.
experience
location:
company: at&t reference code: 1638037
© 2014 at&t intellectual property. all rights reserved. at&t and the at&t logo are trademarks of at&t intellectual property.
discrimination and all unlawful harassment (including sexual harassment) in employment is not tolerated. we encourage success based on our individual merits and abilities without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, disability, marital status, citizenship status, military status, protected veteran status or employment status. we support and obey laws that prohibit discrimination everywhere we do business. at&t fully considers all qualified applicants including those with a criminal history. click here to learn more or request an application accommodation here .
","senior-data-scientist-big-data","alpharetta","ga","big data,big data,big data,big data,machine learning,optimization,machine learning,data visualization,machine learning,statistics,java,python,hadoop,spark,mapreduce,big data,sql,pig,hive,math,machine learning"
"209","http://jobview.monster.com/senior-scientist-job-san-juan-capistrano-ca-us-172923924.aspx?mescoid=1900267001001&jobposition=3","data scientist","senior scientist
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
senior scientist
email address
thank you for your interest in the senior scientist.
to begin the application process, please enter your information below.
we will save a record of this application.
email
. quintiles helped develop or commercialize 98 of the top 100 best-selling products of 2014
. quintiles has 36,000 employees conducting business in more than 100 countries
. quintiles was named to fortune's world's most admired companies® 2016 list
. quintiles was named as a 2016 world's most ethical company® by the ethisphere institute
senior scientist
posted: 10/11/2016
launched in 2015, q2 solutions is a leading global clinical trials laboratory services organization.  we help biopharmaceutical, medical device and diagnostics customers improve human health through innovation that transforms science and data into actionable medical insights. q2 solutions is a quality driven, responsive partner with strong global experience and deep scientific and medical expertise.  the q2 solutions joint venture was formed by quintiles and quest diagnostics, combining the best of each parent organizations clinical trials laboratory services capabilities.
purpose:
 
1. manage the success development, optimization, qualification and/or validation of bioanalytical assays for vaccine-related clinical trials. 
2. writing of protocols, reports and standard operating procedures. 
3. maintain scientific awareness of overall developments in the fields of serology and virology based on current literature, application of new technologies, attendance at professional meetings, etc.
4. demonstrate technical proficiency, scientific creativity, and independent thought
5. support the maintenance and operational standards of laboratory equipment. significantly involved in the evaluation and validation of new laboratory instruments including iq/oq/pq documentation.
6. execute scientific experiments and methods relying only on high-level direction including devising short and long-term project goals and trouble-shooting strategies
7. may represent the organization as prime technical contact on contracts or projects requiring coordination across organizational lines
8. provide intra/inter-group scientific leadership and training
9. provide project updates/reports of deliverables, as requested
10. ensure quality and timely delivery of deliverables to clients
 
1. advanced knowledge of serological and/or virological techniques, including elisa, eia, luminex-based assays, viral culture and/or neutralization assays. 
2. excellent computer skills including proficiency with microsoft excel (including statistical analysis of data), powerpoint and word.
3. good coaching and mentoring skills
4. good problem solving and analytical skills
5. effective organizational and interpersonal skills
6. effective communication skills and strong presentation skills
7. ability to write scientific and technical documents for internal and external communications relying heavily on attention to detail
8. ability to coordinate multiple research and development efforts and ensure they are performed in a quality manner
9. ability to deliver time-sensitive reports and results consistently and accurately
10. ability to effectively manage and execute multiple tasks or projects
11. ability to establish and maintain effective working relationships with co-workers, managers, and clients
 
minimum required education and experience:
master's degree or educational equivalent in virology, cell biology, molecular biology or related field with  6 years relevant experience; preference will be given to candidates with a ph.d.
eeo minorities/females/protected veterans/disabled
at quintiles we help healthcare and biopharma companies improve their probability of success. we do this by connecting our scientific, therapeutic and analytics expertise with superior delivery. from advisory through operations, quintiles and its affiliate companies is the world's largest provider of product development and integrated healthcare services.
as one of fortune's 'most admired companies' in 2016, we offer great opportunities for a career in world-leading clinical research. our global projects, innovative tools and industry leading customers combined with outstanding support from our leadership team and clear career mapping allows you to make a difference in patient health.
company
job status/type
1620676
","senior-scientist","san-juan-capistrano","ca","optimization,excel,excel,communication,communication,probability,product development"
"211","http://jobview.monster.com/sr-analytics-developer-job-dayton-oh-us-173227904.aspx?mescoid=1500127001001&jobposition=2","data scientist","sr analytics developer
let the jobs come to you
enter your email address below to receive jobs like this sent to your email.
send jobs similar to
email address
thank you for your interest in the sr analytics developer.
to begin the application process, please enter your information below.
we will save a record of this application.
email
the senior analytics developer:
in the applications engineer band of the it career ladder accountable for planning, support and issue resolution, implementation, performance tuning, communication, and development documentation.
primarily accountable for working with the it analytics center of excellence and other division members to develop solutions that are cost-effective, secure, and produce high levels of customer satisfaction.
develops, tests, and implements solutions that meet departmental objectives within functional areas of responsibility.
accountable for working with the it analytics center of excellence, business leaders, and data stewards throughout the business and clinical divisions of php.
recommends and implements remediation of data quality issues.
interacts with a wide variety of hospital/corporate personnel.  internal interaction is frequently with both operational end users of information technology (it), and with line administrators and department heads.
both working independently and leading others in a team setting, exhibits the attention to detail and process rigor required to implement the technical solutions demanded of the position.
 
 
 
high-level use of development tools to extract and verfiy data required to populate solution sets.  tools include but not limited to sql developer, sql toad, crystal.
leading the collaboration with business analysts, defining analytical requirements, evaluating concepts, and presenting solutions. 
collaborating with architects to develop coordinated plans and define analytics requirements to meet business requirements.
developing and executing unit test plans.
diagnosing system problems, including performance issues, and driving to resolution.
participating in the execution of integration and acceptance test plans.
contributing as a team member in areas of applications responsibility, by advocating project management methodology and adhering to all change control board (ccb) policies.
leading projects, and meeting all project deadlines through collaborative work process.
the role requires the ability to make significant independent contributions, to influence team members, and to drive to resolution without management supervision or direction.
 
 
 
developing etl routines to populate php's analytic data repositories.
working with analytics architect on design of symantic layer (sap universes) specifications.
developing symantic data layer (sap universes).
developing the presentation layer of the solution as outlined in the requirements, using business objects, web intelligence, and other visualization tools. 
developing solutions for standard operational reports, ad hoc queries, drill-down analytics, and data visualization (dashboards).
education:   a bachelor's degree in it with 7 years of it experience or a related bachelor's degree with 9 years of it experience is required.  related degrees include bsn, bs medical technology, bs radiology, bs mathematics, bs engineering, bs biomedical engineering, bs laboratory, pharmacy, or bs medicine. or an associates degree with 12 years of it experience.
licensure:  not applicable
certification:        not applicable
experience writing sql code is required.
three years of experience with business objects is required.  this experience must include the development of the analytics presentation layer via reports, metrics, and dashboards, as well as universe build
or must have a minimum of three years of development experience with an etl tool such as microsoft ssis. 
three years of data warehousing experience is preferred
one year of experience in a business analyst role with emphasis on problem definition, requirements gathering, and quality assurance testing is preferred.
knowledge of health care data types is preferred.
about company
premier health partners (php) is a large health system serving southwest ohio communities by improving the quality, affordability, and accessibility of health care.
since 1995, php has been steadily building our support structure of partners and affiliates. php members share staff, facilities and advanced technology throughout all areas of our organization. but our medical providers share more than just resources; they also share a common set of high ethical standards, so throughout php, every member of your family gets consistently great care.
","sr-analytics-developer","dayton","oh","communication,excel,excel,sql,sql,project management,data visualization,math,sql"
