"","X","Link","Keyword","description","Job_Title","City","State","keywordtag"
"390",766,"http://jobview.monster.com/machine-learning-data-scientist-job-santa-clara-ca-us-173664842.aspx?mescoid=1500152001001&jobPosition=1","Machine Learning Scientist","Machine Learning Data Scientis...
Enter Your Email Address
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Machine Learning Data Scientis...
Email Address
We are now looking for a Machine Learning Data Scientist:
Join a small, rapidly growing, and dynamic software team building management platform and tools for next generation servers for targeted GPU based applications, such as machine learning and deep learning applications. The position will be part of a fast-paced crew that designs and builds predictive analysis platform software to mine and gain insight from telemetry data from the servers. The position also involves driving requirements for developing a deep learning platform for data scientists.
What you'll be doing:
Drive and deliver innovations for predictive analysis of telemetry data from GPU based appliances.
Design, implement and debug machine learning and deep learning algorithms to mine telemetry data
Drive requirements for Deep Learning Platform to enable work flow processes for data scientists.
Participate in all phases of a product development, from product definition and architecture and design, through implementation, debugging, testing and support.
Work collaboratively with other engineers, and be willing to take on any engineering tasks that contribute to the progress towards the goals of the team and the company
What we need to see:
Strong knowledge and experience in designing machine learning and deep learning applications.
Familiarity with deep learning frameworks, such as Caffe, TensorFlow, CNTK, Theano etc.
Solid C/C++/Python development and debugging skills
Experience in Java, Go desirable.
Experience in writing high quality, scalable software.
Possess excellent written and verbal communication skills
A Bachelor of Science Degree in Electrical Engineering or Computer Science, a Master Degree, or a PhD; or equivalent experience. Minimum 10 years of relevant experience.
#deeplearning
We are an AA/EEO/Veterans/Disabled employer
Visualize your future . . . We Do
NVIDIA is the world leader in graphics processing technologies, creating innovative, industry-changing products for computing, consumer electronics, and mobile devices. NVIDIA products are transforming visually-rich applications such as video games, film production, broadcasting, industrial design, space exploration, and medical imaging. We invest in our people and our technologies, support and fund industry research around the world, and consistently deliver high-quality products. NVIDIA's culture promotes and inspires a team of world-class employees to be at the top of their game. We've created an environment where talents are recognized and collaboration is valued. Our employees are shaping the world of tomorrow. . . today. We invite you to explore the opportunities available at NVIDIA to see what your future may hold.
","machine-learning-data-scientist","santa-clara","ca","Python,Java,scala,excel"
"391",767,"http://jobview.monster.com/machine-learning-scientist-browse-classification-job-seattle-wa-us-171859320.aspx?mescoid=1900267001001&jobPosition=1","Machine Learning Scientist","Machine Learning Scientist, Br...
Enter Your Email Address
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Machine Learning Scientist, Br...
Email Address
Thank you for your interest in the Machine Learning Scientist, Browse Classification.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
Amazon Corporate LLC -
Seattle, WA 98109
369166
Location
US-WA-Seattle
North American Teams - Consumer - Retail Plus
Job DescriptionThe product catalog is a strategic asset for Amazon. It powers unrivaled product discovery, informs customer buying decisions, offers a huge selection across a large number of categories and positions Amazon as the first stop for shopping online. As an applied scientist in ASCS you will help us make the world's best product catalog even better and improve the experience for millions of customers.
You will analyze how information within Amazon's catalog affects our customers and help devise short term and long term strategy for expanding and enhancing the catalog. You will have the opportunity to design new data analytical workflows at a scale rarely available elsewhere, utilizing state-of-the-art data science and machine learning tools such as Spark, Python, and Theano and Amazon's cloud computing technologies such as Elastic Map Reduce (EMR), Kinesis, and Redshift.
You will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling, deep learning, statistical testing, information retrieval, and natural language processing and apply them to huge data amounts of data describing the products in the catalog and the customer interactions. You evaluate with scientific rigor and provide inputs to business strategy and technical direction. You will collaborate with software engineering teams to integrate your algorithmic solutions into large-scale highly complex Amazon production systems.
You will encounter many challenges, including
scale (build models for billions of products in the catalog utilizing trillions of customer interactions),
accuracy (extreme requirements for precision or recall due to impact of getting it wrong, e.g. extremely high precision for merging identical products or extremely high recall for identifying hazardous materials)
speed (generate predictions for millions of new or changed products with low latency),
diversity (products need to be classified into &gt100k's of categories across 16 languages),
high dimensionality (feature engineering and selection using 1k's of structured product features with millions of values, unstructured product data, product images, customer searches, clicks, reviews, etc.), and
noise (build models robust to varying quality of data provided by millions of sellers and labels derived implicitly or collected from humans).
You will need to be creative and go far beyond text book solutions to deal with these challenges. Meeting the business requirements will involve combining several different machine learning algorithms with domain knowledge into complex data analytical workflows that automate what can be automated and efficiently utilize experts when needed to mitigate risk.
You will help us to
Identify which product information matters most to our customers.
Extract product information from unstructured data to augment the catalog.
Consolidate spelling variations of product attributes like brand, size, or color.
Automatically classify new products with low latency into our highly detailed product categories.
Improve the categorization of our huge catalog with minimum manual effort.
Identify identical products and similar products such as different sizes and colors of the same shoe.
Identify restricted products such as hazardous materials.
Estimate the financial impact of catalog improvements.
.
3+ years of relevant experience
Proficiency in object oriented programming in Java programming in a Unix environment.
Strong OO Design, Data Structures and Algorithm skills required.
Preferred QualificationsExperience in a highly scalable, distributed environment preferred.
Results oriented person with a delivery focus
Ability to handle multiple competing priorities in a fast-paced environment
Domain expertise in ONE OR MORE of the following fields:
Big data and Distributed processing
Information Retrieval
Data Mining
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist-browse-classification","seattle","wa","Spark,Python,Java,scala"
"392",768,"http://jobview.monster.com/machine-learning-scientist-computer-vision-time-lords-team-seattle-wa-job-seattle-wa-us-171472242.aspx?mescoid=1500127001001&jobPosition=8","Machine Learning Scientist","Machine Learning Scientist -Co...
Enter Your Email Address
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Machine Learning Scientist -Co...
Email Address
Thank you for your interest in the Machine Learning Scientist -Computer Vision - Time Lords Team (Seattle, WA).
To begin the application process, please enter your information below.
We will save a record of this application.
Email
Amazon Corporate LLC -
Seattle, WA 98109
Machine Learning Scientist -Computer Vision - Time Lords Team (Seattle, WA)Job ID
304011
Location
US-WA-Seattle
North American Teams - Biz Dev
Job DescriptionWant to work on the coolest feature on the Kindle Fire - ? We let viewers know who an actor is as they enter a scene, what song is playing (and let them buy it), and show trivia right when it's most interesting, and that's just the beginning. This is an exciting product that is expanding to new areas, new data types and new functionality. Together, we will change the way people watch movies.
We are more than doubling our team this year, and building several brand new systems, many of which have an R&D component. We need a research scientist with strengths in machine learningand computer vision,
You will design and execute ongoing programs of experimentation and study which inform each of these efforts. You will work closely with software engineers to create innovative randomized experiments within the constraints of production software systems. You will seek out hidden and valuable correlations between the easily-measurable and the hard-to-quantify, within immense volumes of real-world data. You will formulate quantitative metrics which allow us to track our progress, and then devise creative measurement and audit solutions which allow us to track those metrics with minimal cost and human effort. You will provide input into business and technical direction, steering broader solutions in support of these objectives. This role is expected to push the boundaries of measurability without sacrificing rigor.
Key responsibilities:
* Work closely with management, software engineering leaders, and business teams to plan catalog data improvements so as to maximize customer improvement impact.
* Triage many possible courses of action in a high-ambiguity environment, making use of both quantitative analysis and business judgment.
* Collaborate with software engineering teams to integrate experimental capabilities into large-scale, highly complex Amazon production systems.
* Report results in a manner which is both statistically rigorous and compellingly relevant.
* Assist in recruiting, mentoring, developing, and training other Research Scientists as well as other technical roles when needed..
Are you passionate about the next generation of digital video? Do you want to build innovative features for millions of customers watching hundreds of thousands of video titles worldwide? The Amazon Instant Video (AIV)  team is offering a truly exceptional opportunity to be a part of a small team working on an industry-leading instant video service.
Want to work on interesting engineering problems? We're building out the platform for acquiring and generating time-based data from a variety of sources, including video and audio analysis, machine learning algorithms, crowdsourcing and from partners. We build backend systems that generate timecoded data automatically, front-end UIs to acquire data and do quality control, and services to publish the data.
Do you like collaboration? We work with teams across the company, as diverse as Kindle, A9, AWS and IMDb.com to develop the core technologies that drive innovative new products.
Amazon Instant Video is used daily by a massive audience on Amazon's websites and through a variety of devices including the Kindle Fire. The AIV team is committed to delivering the highest quality customer experience, from massive selection and intuitive shopping to innovative online and living room viewing experiences. This is a young and evolving business where creativity and drive can have a lasting impact on the way video is enjoyed worldwide.
Keywords: AmazonInstantVideoJobs, X-Ray, Machine Learning, Computer Vision
Basic QualificationsMS or PhD in CS, Applied Math, Statistics, or a related field.
Proficiency with a scripting language such as R, Matlab, Python
Proficiency with a production language such as C++ or Java
5-8 years of experience working on applied machine learning projects.
Ability to innovate in ML and a track record of publications
Preferred QualificationsMS or PhD in CS, Applied Math, Statistics, or a related field.
Proficiency with a scripting language such as R, Matlab, Python
Proficiency with a production language such as C++ or Java
5-8 years of experience working on applied machine learning projects.
Ability to innovate in ML and a track record of publications
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist-computer-vision-time-lords-team-seattle-wa","seattle","wa","Matlab,Python,Java,Matlab,Python,Java"
"393",769,"http://jobview.monster.com/machine-learning-scientist-deep-learning-job-seattle-wa-us-171628598.aspx?mescoid=1900267001001&jobPosition=8","Machine Learning Scientist","Machine Learning Scientist, De...
Enter Your Email Address
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Machine Learning Scientist, De...
Email Address
Thank you for your interest in the Machine Learning Scientist, Deep Learning.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
Amazon Corporate LLC -
Seattle, WA 98109
394919
Location
US-WA-Seattle
North American Teams - Consumer - Retail Plus
Job DescriptionTake the earth's most customer-centric company. Mix in millions of shoppers spending billions of dollars annually and an opportunity to use your skills in machine learning and data mining to improve product recommendations and search. What do you get? The best job in the internet today - PERIOD.
Amazon's Personalization team owns recommending the right product to the right customer at the right time. We revolutionized e-commerce with features like Customers Who Bought Also Bought That, Buy it Again and Recommended for You.
The Recommendations Modeling team at Amazon.com generates personalized product recommendations for millions of customers each day, in a blink of an eye, thousands of times a second. We build the data sets, algorithms and back-end systems to deliver a personalized store for every Amazon.com customer.
We are an applied research team, a combination of highly skilled engineers and scientist, who are working on the next generation of recommendations to improve our customer's experience with Amazon. We experiment rapidly using the latest machine learning techniques such as Recurrent Neural Networks (RNNs), Convolutional Neural Networks (CNNs) and Matrix Factorization. We work with Machine Learning experts across Amazon to deliver the best possible recommendations, leveraging Amazon's vast computing resources (AWS) and data. We deal with large amounts of training data, rapid prototyping, offline/online testing and high-performance requirements.
Major responsibilities:
Analyze and extract relevant information from large amounts of Amazon's historical business data to help automate and optimize key features and processes.
Work closely with software engineering teams to drive new feature creation
Work closely with stakeholders to optimize various business operations
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Track general business activity and provide clear, compelling management reporting on a regular basis
Research and implement novel statistical approaches
Basic QualificationsMaster's degree in Computer Science, Mathematics, Statistics, related field, or equivalent experience.
1+ years of experience in software development. Experience building large platform systems.
Jack of many development languages: C++, Java, Python, master in some.
Experience with full development life cycle for large-scale software products including extensive experience with service oriented architectures, design patterns, web services, and web applications/services development.
Preferred QualificationsExperience using operations research techniques for solution optimization and continuous process improvement
Experience with distributed machine learning systems
Experience with Spark, Hadoop, Elastic Map Reduce (EMR)
Leadership experience in a team research effort, including planning, mentoring, and ownership of group outcomes.
scijobs
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist-deep-learning","seattle","wa","scala,Java,Python,Spark,Hadoop"
"394",772,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-171472496.aspx?mescoid=1900267001001&jobPosition=8","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
..
Job DescriptionDo you apply Machine Learning to big data problems? Are you excited by analyzing and modeling terabytes of data that solve real world problems? We love data and have lots of it. We're looking for a whip smart engineer capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems.
The machine learning (ML) organization at Amazon has multiple positions available in Seattle, Palo Alto, Berlin, and Bangalore for ML experts at all career stages, from graduating doctoral students to internationally renowned researchers and practitioners.
We solve many of Amazon's most difficult and important problems, and in partnership with teams across Amazon, we build new services that surprise and delight our customers. We have current and future projects in video recommendation, streaming data analysis, natural language processing, deep learning, bandit algorithms, computer security, social networks, and more.
ML at Amazon is a highly experimental activity, although theoretical analysis and innovation are also welcome. ML scientists work closely with software engineers to put algorithms into practice. They also work on cross-disciplinary efforts with social scientists, computer vision experts, and others.
If interested please forward your resume to core-machinelearning@amazon.com
scijobs
Basic Qualifications+5 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Preferred Qualifications+10 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field. Tenured professor.
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","Java,Python,Java,Python"
"395",773,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-171472496.aspx?mescoid=1900267001001&jobPosition=8","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
..
Job DescriptionDo you apply Machine Learning to big data problems? Are you excited by analyzing and modeling terabytes of data that solve real world problems? We love data and have lots of it. We're looking for a whip smart engineer capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems.
The machine learning (ML) organization at Amazon has multiple positions available in Seattle, Palo Alto, Berlin, and Bangalore for ML experts at all career stages, from graduating doctoral students to internationally renowned researchers and practitioners.
We solve many of Amazon's most difficult and important problems, and in partnership with teams across Amazon, we build new services that surprise and delight our customers. We have current and future projects in video recommendation, streaming data analysis, natural language processing, deep learning, bandit algorithms, computer security, social networks, and more.
ML at Amazon is a highly experimental activity, although theoretical analysis and innovation are also welcome. ML scientists work closely with software engineers to put algorithms into practice. They also work on cross-disciplinary efforts with social scientists, computer vision experts, and others.
If interested please forward your resume to core-machinelearning@amazon.com
scijobs
Basic Qualifications+5 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Preferred Qualifications+10 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field. Tenured professor.
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","Java,Python,Java,Python"
"396",774,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-172396739.aspx?mescoid=1900267001001&jobPosition=8","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
Job DescriptionMachine Learning Scientist - Speech Technologies
At Amazon, we are looking for speech scientists to help us build industry-leading, cutting-edge technology. That technology will go into speech & language solutions that will delight our customers and enhance their interactions with Amazon products and services.
As an Amazon speech scientist, you will work with other talented peers to build state of the art models and develop novel techniques to push forward the state of the art. You will see that your work gets incorporated into real-world products that benefit our customers. You will write patents and publish papers (internal & external) to document your results.
We are hiring in all areas of speech technology: ASR (AM, LM, & search), speaker ID & verification, corpus management, TTS, and SLU.
Basic QualificationsRequirements & Desired Qualifications:
* A Ph.D. in speech, or a Ph.D in a related field and experience in speech.
* Experience in building speech models and systems (e.g. commercial speech products or government speech projects).
* Facility with standard speech & machine learning techniques, scientific thinking, and the ability to invent.
* A track record of thought leadership & contributions that have advanced the field.
* Facility with programming languages such as C++ and Python.
* Good written & spoken communication skills, and a good work ethic.
Preferred QualificationsRequirements & Desired Qualifications:
* A Ph.D. in speech, or a Ph.D in a related field and experience in speech.
* Experience in building speech models and systems (e.g. commercial speech products or government speech projects).
* Facility with standard speech & machine learning techniques, scientific thinking, and the ability to invent.
* A track record of thought leadership & contributions that have advanced the field.
* Facility with programming languages such as C++ and Python.
* Good written & spoken communication skills, and a good work ethic.
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","Python,Python"
"397",775,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-173226665.aspx?mescoid=1900267001001&jobPosition=10","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
..
Job DescriptionDo you apply Machine Learning to big data problems? Are you excited by analyzing and modeling terabytes of data that solve real world problems? We love data and have lots of it. We're looking for a whip smart engineer capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems.
The machine learning (ML) organization at Amazon has multiple positions available in Seattle, Palo Alto, Berlin, and Bangalore for ML experts at all career stages, from graduating doctoral students to internationally renowned researchers and practitioners.
We solve many of Amazon's most difficult and important problems, and in partnership with teams across Amazon, we build new services that surprise and delight our customers. We have current and future projects in video recommendation, streaming data analysis, natural language processing, deep learning, bandit algorithms, computer security, social networks, and more.
ML at Amazon is a highly experimental activity, although theoretical analysis and innovation are also welcome. ML scientists work closely with software engineers to put algorithms into practice. They also work on cross-disciplinary efforts with social scientists, computer vision experts, and others.
If interested please forward your resume to core-machinelearning@amazon.com
scijobs
Basic Qualifications+5 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Preferred Qualifications+10 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field. Tenured professor.
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","Java,Python,Java,Python"
"398",776,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-173226665.aspx?mescoid=1900267001001&jobPosition=10","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
..
Job DescriptionDo you apply Machine Learning to big data problems? Are you excited by analyzing and modeling terabytes of data that solve real world problems? We love data and have lots of it. We're looking for a whip smart engineer capable of using machine learning and statistical techniques to create state-of-the-art solutions for non-trivial, and arguably, unsolved problems.
The machine learning (ML) organization at Amazon has multiple positions available in Seattle, Palo Alto, Berlin, and Bangalore for ML experts at all career stages, from graduating doctoral students to internationally renowned researchers and practitioners.
We solve many of Amazon's most difficult and important problems, and in partnership with teams across Amazon, we build new services that surprise and delight our customers. We have current and future projects in video recommendation, streaming data analysis, natural language processing, deep learning, bandit algorithms, computer security, social networks, and more.
ML at Amazon is a highly experimental activity, although theoretical analysis and innovation are also welcome. ML scientists work closely with software engineers to put algorithms into practice. They also work on cross-disciplinary efforts with social scientists, computer vision experts, and others.
If interested please forward your resume to core-machinelearning@amazon.com
scijobs
Basic Qualifications+5 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Preferred Qualifications+10 years of PhD in CS Machine Learning, Operational Research, Statistics or in another highly quantitative field. Tenured professor.
5+ years of hands-on experience in predictive modeling and analysis
Skills with Java, C++ (or other high-level programming language) as well as R, MATLABm Python (or similar scripting language)
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","Java,Python,Java,Python"
"399",777,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-174131034.aspx?mescoid=1900267001001&jobPosition=1","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
North American Teams - Consumer - Retail Plus
Job DescriptionAre you interested in applying your background in machine learning to massive real world data and impact the lives of millions of Amazon customers? Do you like to own end-to-end business problems and metrics and directly impact the growth and profitability of the company? Do you like to innovate and simplify? If yes, then you may be a great fit to join the Pricing and Coupons group at Amazon.
As a Machine Learning Scientist, you will be responsible for designing and iterating and deploying scalable algorithms and models on aggressive schedules that will be used every day, by people you know, in and about their homes. You will be responsible for developing novel statistical modeling or deep learning techniques for speech and pattern recognition problems. You will also work to define the research and experiments strategy with an iterative execution approach for creating the machine learning models and executing the experiments. As an experienced technical member of the team, you're expected to roll up your sleeves and directly take on challenging technical assignments, and play a key role in integration with other Amazon teams and functions. As part of leading a strategic and highly visible team for Amazon, you will need to have experience working closely with engineers, finance, data scientists and product managers in building world-class scalable systems and services. This is a rare opportunity to be part of a team that will be responsible for building successful, sustainable and strategic solution for Amazon from the ground up.
Basic Qualifications* A deep understanding of machine learning, algorithms and computational complexity.
* Proven ability to relate to and solve business problems through machine learning, data mining and statistical algorithms.
* 5+ years of relevant applied science or broad machine learning research experience.
* Expert in one or proficient in more than one, major programming languages (C++, Java, C#, C, FORTRAN, Perl/Ruby, etc.)
* Technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.
* Time-management skills; the ability to thrive in a fast-paced environment and to manage multiple, competing priorities.
Preferred Qualifications* PhD in machine learning or speech recognition (highly desired)
* Project management experience desired for working on cross-functional projects
* Exposure to scripting languages, relational databases and Linux
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority/Female/Disability/Vet
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","scala,scala,Java,Ruby"
"400",778,"http://jobview.monster.com/machine-learning-scientist-job-seattle-wa-us-174131034.aspx?mescoid=1900267001001&jobPosition=1","Machine Learning Scientist","Machine Learning Scientist
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Email Address
Thank you for your interest in the Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
North American Teams - Consumer - Retail Plus
Job DescriptionAre you interested in applying your background in machine learning to massive real world data and impact the lives of millions of Amazon customers? Do you like to own end-to-end business problems and metrics and directly impact the growth and profitability of the company? Do you like to innovate and simplify? If yes, then you may be a great fit to join the Pricing and Coupons group at Amazon.
As a Machine Learning Scientist, you will be responsible for designing and iterating and deploying scalable algorithms and models on aggressive schedules that will be used every day, by people you know, in and about their homes. You will be responsible for developing novel statistical modeling or deep learning techniques for speech and pattern recognition problems. You will also work to define the research and experiments strategy with an iterative execution approach for creating the machine learning models and executing the experiments. As an experienced technical member of the team, you're expected to roll up your sleeves and directly take on challenging technical assignments, and play a key role in integration with other Amazon teams and functions. As part of leading a strategic and highly visible team for Amazon, you will need to have experience working closely with engineers, finance, data scientists and product managers in building world-class scalable systems and services. This is a rare opportunity to be part of a team that will be responsible for building successful, sustainable and strategic solution for Amazon from the ground up.
Basic Qualifications* A deep understanding of machine learning, algorithms and computational complexity.
* Proven ability to relate to and solve business problems through machine learning, data mining and statistical algorithms.
* 5+ years of relevant applied science or broad machine learning research experience.
* Expert in one or proficient in more than one, major programming languages (C++, Java, C#, C, FORTRAN, Perl/Ruby, etc.)
* Technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.
* Time-management skills; the ability to thrive in a fast-paced environment and to manage multiple, competing priorities.
Preferred Qualifications* PhD in machine learning or speech recognition (highly desired)
* Project management experience desired for working on cross-functional projects
* Exposure to scripting languages, relational databases and Linux
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority/Female/Disability/Vet
Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation
Job Summary
Veteran Preference
Company Details
Contact method
Contact Info
Job Information
View More Jobs
","machine-learning-scientist","seattle","wa","scala,scala,Java,Ruby"
"401",782,"http://jobview.monster.com/multimodal-machine-learning-scientist-job-cambridge-ma-us-173870804.aspx?mescoid=1900267001001&jobPosition=8","Machine Learning Scientist","Multimodal Machine Learning Sc...
Enter Your Email Address
Let The Jobs Come To You
Enter your email address below to receive jobs like this sent to your email.
Send Jobs Similar To
Multimodal Machine Learning Sc...
Email Address
Thank you for your interest in the Multimodal Machine Learning Scientist.
To begin the application process, please enter your information below.
We will save a record of this application.
Email
Amazon hires people from all types of backgrounds, into positions based all over the world. We recruit the best and brightest.
Multimodal Machine Learning Scientist
Alexa is the groundbreaking cloud-based voice service that powers Echo and other devices designed around your voice. Our team is creating the science and technology behind Alexa. We're working hard, having fun, and making history. Come join our team! You will have an enormous opportunity to impact the customer experience, design, architecture, and implementation of a cutting edge product used every day by people you know.
We're looking for a passionate, talented, and inventive scientist to help build industry-leading conversational technologies that customers love. Our mission is to push the envelope in Machine Learning (ML), Artificial Intelligence (AI), Natural Language Understanding (NLU), Dialog Management, Automatic Speech Recognition (ASR), and Audio Signal Processing, in order to provide the best-possible experience for our customers. As a Multimodal Machine Learning Scientist, you will work with talented peers to develop novel algorithms and modeling techniques to augment and enhance voice centric intelligent systems. You will leverage Amazon's heterogeneous data sources and large-scale computing resources to accelerate advances in artificial intelligence. You will collaborate with other scientists and work in a fast paced team environment. Your work will directly impact our customers in the form of novel products and services that make use of speech and language technology.
Basic Qualifications
· Graduate degree (MS or PhD) in Electrical Engineering, Computer Sciences, or Mathematics with relevant work experience
· Familiarity with standard machine learning techniques, scientific thinking, and the ability to invent
· Familiarity with programming languages such as C/C++, Java, Perl or Python
Preferred Qualifications:
· PhD with specialization in machine learning applied in multimodal data processing and information fusion, with at least 3 years of related work experience
· Strong publication record
· Experience working effectively with science, data processing, and software engineering teams
· Proven track record of innovation in creating novel algorithms and advancing the state of the art
· Entrepreneurial spirit combined with strong architectural and problem solving skills
· Excellent written and spoken communication skills
To learn more about the Digital Products team at Amazon, visit http://www.amazon.com/careers/digitalproducts and apply now.
Amazon is an equal opportunity employer.
","multimodal-machine-learning-scientist","cambridge","ma","Java,Python,Excel"
