Id,SalePrice
1577,159948.6994
1578,156305.1901
1579,124803.3546
1580,178500.6856
1581,134572.702
1582,111233.9196
1583,267324.2247
1584,220401.1126
1585,106423.7371
1586,78351.7626
1587,127964.4633
1588,157048.1036
1589,127062.9036
1590,141896.4577
1591,122764.8839
1592,169662.4366
1593,108532.5603
1594,253305.4967
1595,176668.1365
1596,234440.2195
1597,232034.3483
1598,178446.4389
1599,132479.7576
1600,154599.9122
1601,64085.47691
1602,121342.8706
1603,122291.8177
1604,218678.816
1605,205724.4406
1606,169467.0817
1607,277860.3948
1608,178708.2247
1609,159515.6961
1610,149720.0816
1611,168122.2137
1612,190036.8858
1613,178420.4725
1614,119510.4128
1615,107044.2969
1616,107164.7695
1617,107161.9282
1618,110802.3958
1619,106711.8436
1620,257216.9155
1621,128973.8761
1622,159986.5184
1623,242526.787
1624,203668.5499
1625,113649.9663
1626,190624.8921
1627,175164.2095
1628,233829.665
1629,177054.5834
1630,343091.0308
1631,196022.9144
1632,232271.3034
1633,144894.7591
1634,177081.9917
1635,153009.2625
1636,155408.8781
1637,201991.065
1638,224264.5706
1639,224223.3124
1640,297447.5806
1641,229340.9111
1642,200788.5728
1643,202656.6181
1644,192669.3945
1645,216736.8494
1646,145803.9641
1647,156911.2639
1648,154164.7486
1649,136041.9078
1650,109417.6201
1651,109975.0902
1652,94840.5653
1653,94840.5653
1654,159591.0134
1655,134976.2191
1656,155261.5244
1657,159606.9249
1658,155265.7864
1659,104070.7093
1660,146529.491
1661,321331.7208
1662,288317.21
1663,273798.9043
1664,366324.3245
1665,233566.025
1666,241550.7244
1667,286347.2857
1668,234208.1882
1669,204482.4223
1670,244260.3824
1671,237316.8236
1672,335495.3593
1673,249526.0549
1674,214704.4369
1675,178980.5423
1676,171147.7956
1677,179947.4489
1678,341006.6169
1679,299986.9881
1680,253228.1938
1681,192665.2816
1682,231659.8217
1683,184629.626
1684,150042.7024
1685,153237.0729
1686,158479.8038
1687,143973.0964
1688,171671.7978
1689,168052.0035
1690,156847.3065
1691,138262.5085
1692,203815.5736
1693,144058.3365
1694,159495.0253
1695,149817.1541
1696,250294.9539
1697,149844.9992
1698,294269.4726
1699,279402.6768
1700,220350.622
1701,242169.6785
1702,227821.2095
1703,222186.5628
1704,228364.2476
1705,190041.641
1706,339671.2642
1707,190279.5947
1708,185673.0772
1709,204834.2172
1710,191830.2293
1711,188187.6958
1712,246674.1822
1713,222869.1856
1714,206975.1524
1715,170190.316
1716,160023.0085
1717,148576.169
1718,150971.345
1719,187274.2095
1720,201597.7592
1721,146355.2583
1722,146355.2583
1723,146178.5272
1724,192063.1437
1725,215039.6182
1726,177542.5294
1727,175394.3322
1728,157864.2251
1729,143534.3404
1730,197847.622
1731,126531.7441
1732,109832.7393
1733,109997.5368
1734,132044.1383
1735,116394.4225
1736,116212.2929
1737,273898.5763
1738,189324.8159
1739,311680.5264
1740,229955.6309
1741,163846.0195
1742,153991.4884
1743,146781.582
1744,228533.8917
1745,235220.3847
1746,279495.0564
1747,233385.243
1748,278065.9019
1749,176646.9269
1750,159569.3222
1751,253364.1352
1752,109443.7604
1753,209334.0344
1754,224777.3027
1755,176353.1654
1756,113757.4864
1757,109726.4733
1758,180267.5172
1759,232983.5675
1760,173335.3613
1761,170703.3682
1762,210468.7175
1763,210993.9265
1764,123719.0045
1765,226749.0771
1766,193407.8354
1767,210640.8023
1768,149356.8554
1769,176423.5767
1770,127513.9776
1771,157525.791
1772,182886.4778
1773,157712.826
1774,251286.5326
1775,137624.0812
1776,146072.9047
1777,99823.95872
1778,133113.7723
1779,158875.4092
1780,160306.1673
1781,157485.5191
1782,98827.82391
1783,138488.3977
1784,114976.3633
1785,140475.6133
1786,259401.389
1787,180023.1726
1788,71615.64258
1789,107950.462
1790,90902.44474
1791,268733.994
1792,183000.4905
1793,135482.5402
1794,121951.4633
1795,144343.3623
1796,149143.2621
1797,125423.7929
1798,134444.2785
1799,90865.81275
1800,154635.7294
1801,156679.1748
1802,172628.8932
1803,193276.6635
1804,120711.3116
1805,135174.3516
1806,149827.807
1807,203911.9536
1808,144239.8188
1809,152565.7808
1810,165419.7988
1811,191340.1808
1812,153492.571
1813,140736.3825
1814,109098.9349
1815,73596.41787
1816,99694.43136
1817,160348.198
1818,215562.1168
1819,130560.4083
1820,101592.6789
1821,169457.1376
1822,158073.7684
1823,100646.6594
1824,189324.4878
1825,180765.2471
1826,128999.1345
1827,127613.7298
1828,174869.1994
1829,139177.064
1830,193678.2848
1831,221890.2609
1832,223660.5552
1833,212298.4829
1834,147024.7127
1835,196559.3737
1836,194027.5358
1837,112829.013
1838,147165.2809
1839,86091.14694
1840,157826.4794
1841,150991.7438
1842,119516.2805
1843,137208.7694
1844,133646.6943
1845,187556.5241
1846,150373.1425
1847,281903.3202
1848,81232.97848
1849,184983.6303
1850,139583.9058
1851,174232.2583
1852,141232.7004
1853,134686.344
1854,138236.1425
1855,179672.0221
1856,205195.1168
1857,233338.7319
1858,234430.2626
1859,203950.9422
1860,160844.0256
1861,200848.1773
1862,284118.8823
1863,283006.2151
1864,283016.7281
1865,225492.7674
1866,231095.2319
1867,195124.8596
1868,247892.756
1869,169359.4914
1870,165299.4379
1871,200052.5983
1872,146059.2248
1873,189127.7045
1874,127942.6601
1875,196004.4408
1876,186952.7032
1877,192186.9672
1878,199071.1421
1879,118098.8436
1880,116437.2516
1881,215978.8724
1882,229620.8645
1883,177858.7094
1884,196527.0172
1885,203332.3572
1886,246870.2507
1887,187817.7225
1888,214294.8665
1889,138012.0042
1890,150607.4237
1891,137767.7614
1892,110929.8967
1893,181771.211
1894,225208.993
1895,208822.6103
1896,144131.3558
1897,139843.6044
1898,126426.3261
1899,161702.5646
1900,124563.8205
1901,166524.0149
1902,169214.0852
1903,262659.3253
1904,144944.8943
1905,209410.161
1906,172324.7352
1907,259200.4239
1908,100472.3563
1909,118995.0362
1910,119030.2687
1911,220572.8204
1912,323897.7363
1913,218847.1302
1914,69175.38078
1915,218969.6937
1916,105998.1114
1917,216665.1876
1918,118923.5381
1919,169674.9924
1920,213555.8138
1921,276362.3249
1922,221000.9435
1923,251692.0726
1924,198163.8235
1925,215256.2887
1926,267961.8205
1927,131263.2216
1928,187302.5082
1929,100021.8872
1930,141590.0653
1931,112273.8698
1932,130008.6847
1933,167471.594
1934,173276.6736
1935,147484.9796
1936,173513.3569
1937,177053.4715
1938,184698.8909
1939,224447.9331
1940,167469.8103
1941,176681.1888
1942,178743.188
1943,175750.732
1944,261464.561
1945,255504.388
1946,202233.0884
1947,228919.7125
1948,208768.7717
1949,227116.2904
1950,166287.145
1951,281762.3687
1952,240863.1211
1953,160020.7142
1954,230386.411
1955,137294.0143
1956,303769.6299
1957,192090.6459
1958,252885.2982
1959,186706.685
1960,120487.3179
1961,109565.9378
1962,94840.5653
1963,94900.23335
1964,129093.6107
1965,155249.875
1966,135046.9683
1967,212188.4829
1968,336736.8565
1969,264524.0032
1970,322534.8395
1971,312528.0517
1972,262277.1382
1973,213672.2864
1974,247199.7239
1975,337305.7507
1976,210674.0297
1977,295348.1664
1978,315948.2796
1979,251464.9685
1980,181782.898
1981,241632.4471
1982,176537.5943
1983,176537.5943
1984,163506.5988
1985,191804.9627
1986,208852.9799
1987,162293.0367
1988,159381.8344
1989,177245.7044
1990,199218.598
1991,179093.3433
1992,201297.7711
1993,144488.2519
1994,238911.4153
1995,173781.3165
1996,236942.8598
1997,256307.848
1998,271634.6162
1999,224242.0849
2000,266090.3671
2001,232419.8826
2002,211780.9015
2003,219323.6517
2004,196994.9031
2005,194241.7887
2006,181446.2961
2007,222587.4002
2008,159424.9073
2009,175606.4063
2010,173703.3383
2011,154949.7133
2012,152034.9909
2013,163239.6515
2014,176928.1906
2015,173547.7252
2016,173120.9363
2017,178935.2907
2018,126910.6281
2019,109719.37
2020,113482.0271
2021,109224.9775
2022,192706.0368
2023,181365.0591
2024,286799.0809
2025,323531.3452
2026,162074.0072
2027,119489.3937
2028,141175.2815
2029,156830.1913
2030,217822.7378
2031,171545.4324
2032,186859.2648
2033,206224.0371
2034,140707.2916
2035,185485.6712
2036,172275.0867
2037,173967.8139
2038,268260.5839
2039,163396.3062
2040,326370.9048
2041,225743.9954
2042,191268.658
2043,189895.5
2044,233979.5733
2045,218304.7361
2046,217407.5386
2047,150328.0391
2048,118320.9283
2049,232295.1118
2050,175035.5287
2051,130763.7736
2052,145453.9866
2053,146424.4367
2054,87412.67094
2055,199189.7597
2056,176787.8196
2057,133806.3022
2058,216656.1323
2059,153892.6988
2060,191367.9603
2061,210638.7007
2062,144194.2297
2063,113237.4044
2064,150658.171
2065,123164.183
2066,241933.436
2067,236732.4947
2068,246208.3696
2069,110998.3516
2070,126275.8442
2071,81900.81001
2072,180115.2169
2073,135671.0547
2074,173764.1565
2075,141665.168
2076,111154.3622
2077,164920.8968
2078,132656.4675
2079,143752.6047
2080,126140.6261
2081,142231.6914
2082,241712.2887
2083,177468.2994
2084,103968.8343
2085,145220.3161
2086,148112.7634
2087,152089.6299
2088,137669.5912
2089,81730.32986
2090,148642.4921
2091,167336.5016
2092,187351.4724
2093,185892.7613
2094,131917.7201
2095,157798.929
2096,114268.7391
2097,115657.5662
2098,163571.4031
2099,45107.22258
2100,212892.0565
2101,169468.1137
2102,148094.7422
2103,113004.0181
2104,260853.2226
2105,164818.1178
2106,120034.0906
2107,269023.716
2108,127095.315
2109,142101.9989
2110,148747.4264
2111,194289.7306
2112,196739.6203
2113,134799.0794
2114,135707.2422
2115,183295.3815
2116,121098.5693
2117,157795.1452
2118,148255.2518
2119,129831.5688
2120,119333.9306
2121,113614.208
2122,116646.9343
2123,101266.794
2124,224454.0305
2125,214649.64
2126,197140.0809
2127,222784.8028
2128,166353.3509
2129,95679.67268
2130,158714.5565
2131,223038.2366
2132,147103.8228
2133,134260.7658
2134,134812.1964
2135,95556.41257
2136,145665.0024
2137,136883.3613
2138,140338.4895
2139,143802.7099
2140,128368.7854
2141,133558.3287
2142,139700.4005
2143,146434.3651
2144,149969.5977
2145,123568.6978
2146,157094.7178
2147,231155.4307
2148,148972.0511
2149,115951.7587
2150,206166.4608
2151,111332.0422
2152,205116.5284
2153,201013.125
2154,110074.537
2155,128073.1769
2156,281181.613
2157,217601.8484
2158,233421.9741
2159,231369.3976
2160,135864.7823
2161,215883.5375
2162,309704.9122
2163,237849.6329
2164,201829.9339
2165,220440.8411
2166,127940.6712
2167,187943.272
2168,184743.9596
2169,168548.5909
2170,192041.5999
2171,154575.2628
2172,139905.7164
2173,209269.0592
2174,240601.0462
2175,227739.924
2176,241543.1867
2177,244418.9893
2178,184611.1683
2179,106421.1799
2180,247524.5189
2181,192046.8518
2182,209184.7304
2183,180176.9162
2184,142333.0371
2185,134667.3397
2186,146319.5376
2187,145802.2217
2188,141655.6886
2189,537252.9903
2190,149703.198
2191,149939.8813
2192,98115.80145
2193,109293.2058
2194,135629.2492
2195,119421.7582
2196,157506.963
2197,148502.6607
2198,188389.1364
2199,200542.7821
2200,134825.1844
2201,132748.6769
2202,157833.6675
2203,167014.7551
2204,221488.1027
2205,155257.5466
2206,141617.058
2207,198671.0835
2208,236826.4018
2209,260509.1595
2210,100513.8398
2211,117155.9218
2212,121069.8474
2213,131754.5547
2214,186708.043
2215,116281.0532
2216,215218.5673
2217,93104.74787
2218,146628.1451
2219,112157.974
2220,83931.25903
2221,218969.6937
2222,218678.816
2223,278723.0569
2224,190390.1416
2225,195924.6439
2226,226492.8638
2227,198326.9423
2228,205524.1148
2229,188280.7744
2230,147629.6968
2231,167026.4451
2232,199983.6665
2233,167837.5281
2234,191754.9502
2235,223930.7887
2236,232402.2301
2237,265652.3402
2238,177586.5404
2239,142177.616
2240,154486.6181
2241,158774.6332
2242,133415.1842
2243,161102.891
2244,97597.03242
2245,97489.62992
2246,154230.5663
2247,107044.581
2248,102499.0651
2249,106616.2082
2250,114462.0414
2251,219090.9186
2252,212314.1663
2253,145222.3404
2254,180821.2186
2255,183390.891
2256,154763.4243
2257,230825.2417
2258,155641.4121
2259,175077.6297
2260,149773.4279
2261,153145.8831
2262,173260.0496
2263,264183.0405
2264,329861.2936
2265,198137.7598
2266,215088.6443
2267,304442.0624
2268,277330.4268
2269,169706.928
2270,152045.9451
2271,223626.6106
2272,209889.0857
2273,154884.2875
2274,179269.4098
2275,161269.7115
2276,174783.1771
2277,204607.9559
2278,188723.0684
2279,116712.8612
2280,119349.3367
2281,175228.7786
2282,177169.4111
2283,105985.4107
2284,124962.1434
2285,134983.0383
2286,126920.1384
2287,245090.6044
2288,227718.7124
2289,288733.397
2290,320789.1021
2291,264259.8653
2292,278337.5302
2293,349191.673
2294,315691.2649
2295,313209.1743
2296,259257.6845
2297,215472.5738
2298,243443.7236
2299,331243.8997
2300,255357.464
2301,189755.9446
2302,215907.7264
2303,230792.308
2304,214335.8543
2305,170237.2977
2306,170237.8659
2307,179369.3709
2308,205938.0273
2309,210102.2778
2310,174001.5256
2311,184562.0022
2312,157065.5508
2313,158706.3166
2314,143616.205
2315,153200.7645
2316,171269.1838
2317,175981.2934
2318,154591.7962
2319,149129.2129
2320,165116.5898
2321,210593.9465
2322,165110.8908
2323,147953.8903
2324,144441.9168
2325,203655.2506
2326,146902.9641
2327,196007.5342
2328,201066.6675
2329,181275.8526
2330,178880.0231
2331,302026.4622
2332,337530.6229
2333,282001.9294
2334,247795.4458
2335,233139.855
2336,273317.1441
2337,181384.4676
2338,206304.442
2339,204831.2256
2340,266173.9343
2341,203802.035
2342,204893.3007
2343,200215.3905
2344,206975.3582
2345,214183.016
2346,176655.9441
2347,176335.5541
2348,186604.3969
2349,160354.9451
2350,198270.9881
2351,211826.9899
2352,226450.3939
2353,255438.0474
2354,142799.5681
2355,148857.9544
2356,143360.6732
2357,197167.3882
2358,191152.9752
2359,127990.9265
2360,113430.4487
2361,134339.1866
2362,269614.7385
2363,134847.046
2364,137940.3007
2365,181080.9591
2366,148855.0968
2367,207258.8353
2368,177198.1135
2369,205584.7153
2370,152961.1005
2371,159441.8627
2372,179099.026
2373,217670.9935
2374,252018.2253
2375,198869.9004
2376,321884.7625
2377,342547.0015
2378,151319.3498
2379,266883.0312
2380,140610.9948
2381,171467.0066
2382,215751.0348
2383,212982.1856
2384,221708.82
2385,142733.3437
2386,136974.3591
2387,143942.0905
2388,161236.0336
2389,139122.1511
2390,157005.5374
2391,123849.2715
2392,114110.9486
2393,157258.2122
2394,135110.8184
2395,212754.6325
2396,182507.1758
2397,224692.8464
2398,117075.641
2399,80941.80035
2400,67333.81544
2401,100998.2878
2402,150440.8839
2403,207942.0803
2404,168884.7956
2405,165093.7252
2406,120051.1729
2407,129655.5938
2408,136390.7112
2409,149453.4609
2410,230929.2604
2411,118365.6499
2412,187952.0588
2413,159867.6625
2414,151560.22
2415,207774.4414
2416,122364.1379
2417,134471.5929
2418,118438.8437
2419,174549.5883
2420,118399.065
2421,220445.237
2422,120355.9306
2423,174460.8471
2424,201720.1541
2425,319338.4674
2426,142807.1978
2427,157680.1987
2428,184030.7803
2429,113271.275
2430,122174.7547
2431,162157.5213
2432,134346.0058
2433,152609.4927
2434,162920.838
2435,181968.9141
2436,118001.278
2437,109293.1696
2438,119482.9057
2439,122926.2717
2440,144065.0799
2441,130951.8537
2442,122825.7097
2443,138769.3323
2444,123870.2254
2445,125219.733
2446,203046.4108
2447,186258.1769
2448,175946.1432
2449,123428.6037
2450,180816.8077
2451,137589.4253
2452,266425.7417
2453,124521.6655
2454,183753.0852
2455,128299.0326
2456,158681.7077
2457,134007.7062
2458,123352.3375
2459,111974.6396
2460,152940.3234
2461,148218.4888
2462,163534.4832
2463,145120.691
2464,236697.4741
2465,144450.6677
2466,152068.6865
2467,136153.3213
2468,138098.8173
2469,143573.985
2470,264596.5618
2471,204648.2103
2472,232946.2604
2473,143434.0659
2474,160446.476
2475,248164.1867
2476,137200.6237
2477,129630.6439
2478,193455.0391
2479,131346.5855
2480,133417.356
2481,135532.8318
2482,110375.2842
2483,114529.3647
2484,120934.5655
2485,116501.825
2486,183441.6536
2487,298851.7222
2488,140721.9926
2489,171938.234
2490,155288.9313
2491,128854.7126
2492,203272.067
2493,177353.412
2494,221789.259
2495,165735.1812
2496,330528.9784
2497,179302.0608
2498,108952.2093
2499,121820.2099
2500,133032.5314
2501,177401.3604
2502,173247.0183
2503,157059.8844
2504,205964.049
2505,208195.485
2506,220908.2245
2507,290174.9831
2508,221208.5537
2509,206845.2821
2510,199514.6583
2511,166678.0214
2512,186013.4164
2513,196216.8644
2514,236963.4316
2515,133718.4625
2516,132911.7916
2517,127565.0466
2518,144951.4245
2519,199299.2704
2520,181923.1388
2521,175564.5327
2522,196053.0602
2523,114997.4454
2524,132562.2102
2525,130609.1086
2526,134767.0918
2527,118107.6517
2528,112280.271
2529,109463.6498
2530,111013.4695
2531,224626.1387
2532,203707.7337
2533,179218.9436
2534,213376.6382
2535,278200.0752
2536,223667.0979
2537,179518.4773
2538,151466.9463
2539,155840.4771
2540,175441.8576
2541,152729.4543
2542,158367.6294
2543,120353.7752
2544,141338.4356
2545,153531.328
2546,154140.3506
2547,134564.3543
2548,234710.1267
2549,145425.7898
2550,714698.5298
2551,137767.7614
2552,122762.0425
2553,149950.3942
2554,156536.9848
2555,102876.2193
2556,96214.12796
2557,109739.8276
2558,275843.2027
2559,188088.314
2560,138008.8946
2561,109511.106
2562,154650.2046
2563,146841.6575
2564,178490.6075
2565,162145.4701
2566,203521.8818
2567,142493.2464
2568,212720.3548
2569,201466.2543
2570,102317.884
2571,227464.0862
2572,130507.2598
2573,230520.1945
2574,374887.0104
2575,129018.2725
2576,173235.957
2577,192398.7369
2578,101698.3766
2579,95526.67047
2580,210853.7476
2581,138729.8002
2582,128442.038
2583,216219.2919
2584,172158.4375
2585,184650.5718
2586,187859.5064
2587,196746.8868
2588,117512.2629
2589,132632.0695
2590,198318.4183
2591,312451.8031
2592,226031.9991
2593,208400.5217
2594,163328.929
2595,172446.629
2596,259694.4996
2597,197967.3206
2598,258514.5251
2599,246264.344
2600,284622.1634
2601,119468.699
2602,107052.2526
2603,98035.30033
2604,107049.6954
2605,107161.9282
2606,130300.2929
2607,181271.0183
2608,231478.4758
2609,146634.0363
2610,99747.41412
2611,220111.7081
2612,154783.6666
2613,103958.0911
2614,113626.7637
2615,170993.9993
2616,132953.4997
2617,242213.613
2618,192717.7678
2619,249811.0219
2620,159964.566
2621,171168.5715
2622,181117.9662
2623,220535.4594
2624,270381.6118
2625,331335.4306
2626,152684.8257
2627,156372.9859
2628,301020.3327
2629,356191.1453
2630,254953.8277
2631,319252.9445
2632,299302.9375
2633,229491.5232
2634,272660.5638
2635,143923.5255
2636,195334.8489
2637,141093.9844
2638,233109.2935
2639,206672.7679
2640,143932.5802
2641,110872.5768
2642,188106.0429
2643,106143.1048
2644,142446.8737
2645,99029.44697
2646,91696.92902
2647,105836.2406
2648,137449.6445
2649,183239.7522
2650,134976.2191
2651,155213.2217
2652,303809.9645
2653,218243.4384
2654,234314.2827
2655,253073.6578
2656,234814.5066
2657,255024.5154
2658,243834.5428
2659,244828.8633
2660,272146.4259
2661,242075.4277
2662,240688.7382
2663,229690.1697
2664,207863.1875
2665,225430.8851
2666,222224.6204
2667,149846.3661
2668,153351.0507
2669,175823.3151
2670,243691.0772
2671,153020.3192
2672,178741.3606
2673,199410.2523
2674,204661.3562
2675,147441.3019
2676,168223.9375
2677,201180.4034
2678,241523.1628
2679,212758.1842
2680,241117.9893
2681,311281.7284
2682,290134.7062
2683,389240.9139
2684,268300.5654
2685,309227.3711
2686,214813.3977
2687,225301.3528
2688,200696.5038
2689,168202.3818
2690,324969.9632
2691,178041.1152
2692,148783.2648
2693,186068.6663
2694,148750.4343
2695,177520.0493
2696,165713.9042
2697,192849.0998
2698,178759.9393
2699,184693.2507
2700,159191.6711
2701,132991.496
2702,127474.1989
2703,199074.0993
2704,158933.0508
2705,126969.7279
2706,116158.9884
2707,118466.6888
2708,133669.2323
2709,116459.4891
2710,120763.8763
2711,332718.4319
2712,308247.5871
2713,147757.7892
2714,116339.6924
2715,155682.2009
2716,105956.5987
2717,176080.3365
2718,208646.4311
2719,157496.5791
2720,176518.5737
2721,136492.5061
2722,184107.6239
2723,125857.3612
2724,114594.962
2725,136537.6834
2726,149172.8495
2727,208684.0494
2728,198280.8326
2729,147822.3495
2730,164589.3292
2731,103084.3803
2732,135400.5971
2733,190313.5193
2734,217581.4659
2735,159739.8024
2736,189395.8577
2737,120371.6756
2738,211394.2544
2739,164847.3977
2740,130469.0683
2741,180250.9624
2742,176649.7683
2743,181550.9323
2744,146934.5153
2745,135923.14
2746,131337.0964
2747,210482.2395
2748,149196.5665
2749,130423.4354
2750,138333.504
2751,114619.355
2752,279018.5771
2753,184461.071
2754,288695.1779
2755,147830.7232
2756,89100.92018
2757,89525.90892
2758,72722.57886
2759,162960.8802
2760,189768.211
2761,150043.2471
2762,158446.196
2763,238557.9992
2764,196390.8086
2765,302747.3912
2766,166599.7723
2767,134642.6413
2768,207334.1846
2769,149702.1366
2770,135022.056
2771,109406.823
2772,132090.5485
2773,211536.2661
2774,196776.6072
2775,189968.0305
2776,159221.8997
2777,153748.0643
2778,98004.13915
2779,210500.3502
2780,133287.3404
2781,106200.5583
2782,109463.6498
2783,141808.586
2784,122648.3891
2785,162814.3834
2786,57230.56781
2787,137037.4973
2788,105669.3787
2789,230983.2078
2790,125599.8015
2791,123713.89
2792,130749.9098
2793,197600.2549
2794,124978.407
2795,138820.3148
2796,103971.4453
2797,292605.5438
2798,154164.5762
2799,135119.3848
2800,103634.9185
2801,126370.7743
2802,168994.4239
2803,259505.5883
2804,222822.5615
2805,133431.9644
2806,111014.4558
2807,138427.1979
2808,138814.81
2809,120225.706
2810,137449.1676
2811,193817.3682
2812,134253.9466
2813,265567.8398
2814,262626.3125
2815,113525.6072
2816,249303.7798
2817,130287.2391
2818,102884.0073
2819,176252.1661
2820,178555.4947
2821,128396.0473
2822,233895.8735
2823,397984.165
2824,208797.6065
2825,198758.1771
2826,137598.9811
2827,182474.2497
2828,274559.8331
2829,191148.8933
2830,218884.8118
2831,158012.5706
2832,249575.3788
2833,213014.7271
2834,191594.7547
2835,215734.4049
2836,164245.5794
2837,184655.2682
2838,144366.5649
2839,157977.01
2840,188926.3954
2841,180906.443
2842,190232.1471
2843,141294.1136
2844,169261.7658
2845,109463.6498
2846,183467.5879
2847,180481.1832
2848,180169.3572
2849,194612.8618
2850,232863.0042
2851,221171.9315
2852,209684.9526
2853,206964.4944
2854,106423.7371
2855,184030.6675
2856,179441.4008
2857,165194.4039
2858,176411.6643
2859,149748.5826
2860,130497.6155
2861,155960.3389
2862,175277.4374
2863,116749.7985
2864,245525.1839
2865,137767.7614
2866,182636.9766
2867,100729.1623
2868,146762.4929
2869,188585.358
2870,199039.1264
2871,160123.4185
2872,58149.2305
2873,155136.2285
2874,177584.0742
2875,144719.5916
2876,151684.8647
2877,154310.1276
2878,169543.1508
2879,166466.7535
2880,140942.4619
2881,173483.8586
2882,195432.9269
2883,190342.3032
2884,176697.1586
2885,201452.098
2886,253768.4341
2887,125268.6364
2888,143161.1137
2889,82791.28468
2890,77996.27392
2891,178590.752
2892,91910.96876
2893,164673.6959
2894,98279.78817
2895,237827.0198
2896,218687.6242
2897,221337.1061
2898,222514.5117
2899,198347.7755
2900,159314.9639
2901,232395.2148
2902,185659.9695
2903,265705.6234
2904,247936.7968
2905,219994.0932
2906,180422.4288
2907,128690.6813
2908,111717.0218
2909,221804.3443
2910,74866.67141
2911,107046.57
2912,181103.5133
2913,107060.4925
2914,107058.5036
2915,107174.9983
2916,107163.0647
2917,163821.9333
2918,125319.1534
2919,209679.5616
